PE_L1_1 PE_L1_2 PE_L1_3 PE_L1_4 PE_L2_1 PE_L2_2 PE_L2_3 PE_L2_4 
0 0 34 0 0 0 0 0 
0 0 34 0 0 0 0 0 
0 0 34 0 0 0 0 0 
0 0 34 0 0 0 0 0 
0 0 34 0 0 0 0 0 
0 0 34 0 0 0 0 0 
0 0 34 0 0 0 0 0 
0 0 34 0 0 0 0 0 
0 0 34 0 0 0 0 0 
0 0 34 0 0 0 0 0 
0 0 34 0 0 0 0 79 
0 0 34 0 0 0 0 79 
0 0 34 0 0 0 0 79 
0 0 34 0 0 0 0 79 
0 0 34 0 0 0 0 79 
0 0 34 0 0 0 0 79 
0 0 34 0 0 0 0 79 
0 0 34 0 0 0 0 79 
0 0 34 0 0 0 0 79 
0 0 34 0 0 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 50 0 0 79 
0 0 34 0 64 0 0 79 
0 0 34 0 64 0 0 79 
0 0 34 0 64 0 0 79 
0 0 34 0 64 0 0 79 
0 0 34 0 64 0 0 79 
0 0 34 0 64 0 0 79 
0 0 34 0 64 0 0 79 
0 0 34 0 64 0 0 79 
0 0 34 0 64 0 0 79 
0 0 34 0 64 0 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
0 0 0 0 81 24 0 79 
